request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_208,2672058.89,affordable_later,wait,2024-06-14:4413000,2024-06-14,none,"Wait until 2024-06-14, then pay IDR 4413000 in full. Paying sooner would put the IDR 10470700 minimum at risk."
request_209,2188.23,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-11-25. None of the available options keeps the ZAR 18400 minimum protected.
request_210,1251.72,affordable_with_plan,partial_payment,2026-04-06:1251.72|2026-04-14:108.3,2026-04-14,none,Pay USD 1251.72 today then USD 108.3 on 2026-04-14. This keeps the USD 2000 minimum protected.
request_211,172.35,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15. None of the available options keeps the EUR 1500 minimum protected.
request_212,7146375.12,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-28. None of the available options keeps the IDR 29579800 minimum protected.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,Use installments totalling USD 3496.89 starting 2026-01-21. This leaves at least USD 2100 available.
request_214,59577.84,affordable_with_plan,partial_payment,2024-12-04:59577.84|2024-12-15:10172.16,2024-12-15,none,Pay INR 59577.84 today then INR 10172.16 on 2024-12-15. This keeps the INR 174900 minimum protected.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Use installments totalling ZAR 31185.45 starting 2025-05-09. This leaves at least ZAR 15700 available.
request_216,519.37,affordable_later,wait,2026-09-13:3332.4,2026-09-13,none,"Wait until 2026-09-13, then pay USD 3332.4 in full. Paying sooner would put the USD 1800 minimum at risk."
request_217,9795.99,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-05-21. None of the available options keeps the ZAR 26800 minimum protected.
request_218,27420772.38,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-13,none,Use installments totalling IDR 63587679.99 starting 2025-08-07. This leaves at least IDR 34477200 available.
request_219,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-13. None of the available options keeps the EUR 1100 minimum protected.
request_220,36.8,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This leaves at least INR 81500 available over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This leaves at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This leaves at least EUR 800 available over the next 90 days.
request_224,8712455.73,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-03-16. None of the available options keeps the IDR 22187600 minimum protected.
request_225,8912990.3,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-21. None of the available options keeps the IDR 17670700 minimum protected.
request_226,128846.14,affordable_with_plan,full_payment,2024-12-03:157000,2025-02-18,reduce_to:event_20754:3552|reduce_to:event_20752:3700,Pay INR 157000 in full with spending changes reduce_to:event_20754:3552|reduce_to:event_20752:3700. This keeps the INR 209400 minimum protected.
request_227,10216.29,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-20. None of the available options keeps the INR 62900 minimum protected.
request_228,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26191200 minimum protected.
request_229,399.77,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-05-23. None of the available options keeps the EUR 1000 minimum protected.
request_230,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-10-04. None of the available options keeps the EUR 2000 minimum protected.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,Use installments totalling ZAR 37134.24 starting 2026-01-06. This leaves at least ZAR 24300 available.
request_232,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2400 minimum protected.
request_233,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-12-17. None of the available options keeps the IDR 10365700 minimum protected.
request_234,254.59,affordable_later,wait,2026-08-14:1213.3,2026-08-14,none,"Wait until 2026-08-14, then pay EUR 1213.3 in full. Paying sooner would put the EUR 700 minimum at risk."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This leaves at least USD 700 available over the next 90 days.
request_236,6218497.65,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16768600 minimum protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This leaves at least IDR 22431500 available over the next 90 days.
request_238,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-16. None of the available options keeps the USD 700 minimum protected.
request_239,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-05-24. None of the available options keeps the USD 600 minimum protected.
request_240,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-20. None of the available options keeps the INR 52800 minimum protected.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use installments totalling IDR 21894080.01 starting 2024-03-17. This leaves at least IDR 19252000 available.
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This leaves at least ZAR 19900 available over the next 90 days.
request_244,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-16. None of the available options keeps the ZAR 45900 minimum protected.
request_245,37572.26,affordable_later,wait,2025-12-14:128500,2025-12-14,none,"Wait until 2025-12-14, then pay INR 128500 in full. Paying sooner would put the INR 94600 minimum at risk."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use installments totalling ZAR 66649.44 starting 2026-04-03. This leaves at least ZAR 39300 available.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today. This leaves at least EUR 1300 available over the next 90 days.
request_248,230.49,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-28. None of the available options keeps the USD 1300 minimum protected.
request_249,166.7,affordable_later,wait,2026-02-13:643.2,2026-02-13,none,"Wait until 2026-02-13, then pay USD 643.2 in full. Paying sooner would put the USD 600 minimum at risk."
request_250,14496.73,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35300 minimum protected.
request_251,1513.6,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1300 minimum protected.
request_252,5223109.59,affordable_later,wait,2026-08-14:28082000,2026-08-14,none,"Wait until 2026-08-14, then pay IDR 28082000 in full. Paying sooner would put the IDR 15152200 minimum at risk."
request_253,1307.58,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-06-01. None of the available options keeps the EUR 2300 minimum protected.
request_254,978,affordable_later,wait,2025-09-13:3535.2,2025-09-13,none,"Wait until 2025-09-13, then pay USD 3535.2 in full. Paying sooner would put the USD 2500 minimum at risk."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today. This leaves at least IDR 9813900 available over the next 90 days.
request_256,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-19. None of the available options keeps the INR 168600 minimum protected.
request_257,414.33,affordable_later,wait,2025-12-14:1352.4,2025-12-14,none,"Wait until 2025-12-14, then pay USD 1352.4 in full. Paying sooner would put the USD 1600 minimum at risk."
request_258,673.91,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-22. None of the available options keeps the USD 500 minimum protected.
request_259,482.9,affordable_later,wait,2024-10-14:935,2024-10-14,none,"Wait until 2024-10-14, then pay EUR 935 in full. Paying sooner would put the EUR 600 minimum at risk."
request_260,9144093.98,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20727700 minimum protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today. This leaves at least EUR 1500 available over the next 90 days.
request_262,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-24. None of the available options keeps the IDR 31018500 minimum protected.
request_263,8253.91,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24100 minimum protected.
request_264,26798.22,affordable_later,wait,2026-05-14:111300,2026-05-14,none,"Wait until 2026-05-14, then pay INR 111300 in full. Paying sooner would put the INR 59500 minimum at risk."
request_265,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-03-21. None of the available options keeps the INR 189700 minimum protected.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Use installments totalling EUR 972.39 starting 2025-08-03. This leaves at least EUR 900 available.
request_267,1785.49,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-14,none,Use installments totalling EUR 2001.99 starting 2026-01-08. This leaves at least EUR 1500 available.
request_268,1014.44,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,Use installments totalling EUR 2523.66 starting 2024-06-14. This leaves at least EUR 1400 available.
request_269,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-02. None of the available options keeps the ZAR 23100 minimum protected.
request_270,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-08-30. None of the available options keeps the USD 1400 minimum protected.
request_271,2915.45,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15. None of the available options keeps the INR 58200 minimum protected.
request_272,6340421.38,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-14,none,Use installments totalling IDR 14128400.01 starting 2025-02-12. This leaves at least IDR 7508600 available.
request_273,10743745.89,affordable_with_plan,partial_payment,2026-04-07:10743745.89|2026-04-14:5117254.11,2026-04-14,none,Pay IDR 10743745.89 today then IDR 5117254.11 on 2026-04-14. This keeps the IDR 18774600 minimum protected.
request_274,2354.56,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,Use installments totalling EUR 2822.25 starting 2024-12-04. This leaves at least EUR 1800 available.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This leaves at least IDR 12760100 available over the next 90 days.
